Company,Former / alternate names,Website,Brief Description,Company type,B2B/B2C,Protein category,Company focus,Technology Focus,Product Type,Animal-Type Analog,Ingredient Type,Operating Regions,HQ Country,HQ State/Province (Non-U.S.),HQ City,Year founded,Founders,Company email,Parent company,Link to parent company's record,Link to subsidiary/brand,Articles in Marketing & Media,_merge,Cheese,Other dairy,Both cheese and other dairy,Neither cheese nor other dairy
bigfood,,https://www.bigfood-group.com/en/foodservice-en/,"German provider of foodservice solutions and producer of a variety of different foods, including plant-based products.",Diversified,B2B,Plant-based,Contract manufacturing/processing,End product formulation and manufacturing,['Other'],,,Europe,Germany,Hamburg,Hamburg,1999,,info@bigfood-group.com,,,,,left_only,0,0,0,1
bilfinger-life-science,,https://www.bilfinger.com/de/bilfinger-deutschland/bilfinger-life-science/,"Bilfinger is an international industrial services provider that enhances the efficiency and sustainability of customers in the process industry. With a comprehensive service portfolio (Design-Build-Run Scheme), Bilfinger operates in sectors such as bio-pharmaceuticals and nutrition across Europe, North America, and the Middle East.",Diversified,B2B,"Plant-based,Cultivated,Fermentation-derived,Traditional fermentation,Biomass fermentation,Precision fermentation","Food processing infrastructure and equipment,Bioprocessing infrastructure and equipment","Bioprocess design,End product formulation and manufacturing",[''],,,"Europe,United States and Canada,Africa/Middle East,Asia Pacific,Australia/New Zealand",Austria,Salzburg,Puch bei Hallein,1880,,sales.bls@bilfinger.com,Bilfinger,,,,left_only,0,0,0,1
billie-green,,https://billie-green.com/de/,Billie Green is a plant-based brand of The Plantly Butchers (parent company: InFamily Foods). Billie Green sells plant-based cold cuts in retail. ,Specialized (focused on alternative proteins),B2C,Plant-based,Meat,End product formulation and manufacturing,['Other meat/seafood'],Pork,"Wheat,Pea,Coconut,Seaweed",Europe,Germany,Niedersachsen,Osnabrück,2022,,,"The Plantly Butchers, In Family Foods",,,,left_only,0,0,0,1
bio-base-europe,,https://www.bbeu.org/,"Service provider for process development, scale-up and custom manufacturing of biobased products and processes.",Diversified,B2B,Fermentation-derived,Contract manufacturing/processing,,[''],,,Europe,Belgium,,Ghent,2008,,info@bbeu.org,,,,,left_only,0,0,0,1
biocatalysts,,www.biocatalysts.com,Global speciality enzyme development and manufacturing company.,Diversified,B2B,"Plant-based,Fermentation-derived","Contract manufacturing/processing,Bioprocessing infrastructure and equipment,Ingredients and inputs","Ingredient optimization,Host strain development,Target molecule selection",['Ingredients'],Other,Fungi,"United States and Canada,Latin America,Europe,Africa/Middle East,Asia Pacific,Australia/New Zealand",United Kingdom,,Cardiff,1983,,,BRAIN Biotech AG,,,,left_only,0,0,0,1
biocraft-pet-nutrition,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
biogra,,https://biogra.eco/,"Spanish producer of organic foods from seeds, cereals, legumes, such as rice and pasta as well as a plant-based egg substitute.",Diversified,B2C,Plant-based,"Meat,Eggs",End product formulation and manufacturing,"['Ground meat/seafood', 'Eggs']",,"Soy,Chickpea",Europe,Spain,,Barcelona,1986,Pere Sorribas Gausach,delicat@delicat.org,,,,,left_only,0,0,0,1
biolab,,https://www.biolab-eu.com/en/,"Italy-based producer of a variety of plant-based meat products, including deli slices, burgers, and ""ready meals.""",Specialized (focused on alternative proteins),"B2C,B2B",Plant-based,"Meat,Contract manufacturing/processing",End product formulation and manufacturing,"['Ground meat/seafood', 'Other meat/seafood', 'Other']","Chicken,Pork,Other fish","Wheat,Soy,Chickpea",Europe,Italy,,Gorizia,1991,Massimo Santinelli,biolab.srl@pec.biolab-eu.com,,,,,left_only,0,0,0,1
biomimesys,,https://hcs-pharma.com/biomimesys/,"France-based developer of cell culture technology which associates the behavior of a solid scaffold and of a hydrogel to provide a cell culture microenvironment reproducing all aspects of human tissues, including matrix architecture, cellular organization, cell-cell and cell-matrix interactions.",Diversified,B2B,Cultivated,Bioprocessing infrastructure and equipment,Scaffolding and structure,[''],,,Europe,France,,Loos,2014,,,HCS Pharma,,,,left_only,0,0,0,1
biomixing,,https://www.biomixing.com/,"Biomixing has developed new patented agitation/aeration systems for fermenters/bioreactors that reduce processing time (by up to 50%) and energy consumption while increasing the quality of the culture (homogeneity, less shear…). Their technology is based on AI, aeronautics, and fluid dynamics concepts. They offer whole new bioreactors with their system inside or just their system to retrofit existing bioreactors. Additionally, they help cients scale up their processes. ",Diversified,B2B,"Cultivated,Fermentation-derived","Food processing infrastructure and equipment,Bioprocessing infrastructure and equipment","Bioprocess design,End product formulation and manufacturing",[''],,,Europe,Spain,Sevilla,Sevilla,2022,Javier Dávila and Ines Herrero,info@biomixing.com,,,,,left_only,0,0,0,1
biomush,,https://biomush.fi/,Finnish food tech company developing solid-state fermentation technology using fungi to turn edible side streams and food waste into umami-flavoured ingredients. ,Diversified,B2B,"Fermentation-derived,Biomass fermentation","Bioprocessing infrastructure and equipment,Ingredients and inputs","Bioprocess design,Ingredient optimization",['Ingredients'],Other,Fungi,Europe,Finland,,Espoo,2021,"Outi Mäkinen, Tytti-Lotta Ojala, and Reetta Andolin",hello@biomush.fi,,,,,left_only,0,0,0,1
bionet,,https://bionet.com/,"Manufacturer of fermentation vessels, bioreactors, and filtration equipment for fermentation and cultivated meat.",Diversified,B2B,"Precision fermentation,Cultivated,Fermentation-derived",Bioprocessing infrastructure and equipment,Bioprocess design,[''],,,"United States and Canada,Europe",Spain,,,1999,,,,,,,left_only,0,0,0,1
biopolis,,http://biopolis.es/,Company producing and purifying proteins from a wide variety of microbial hosts to produce proteins and novel ingredients (part of a larger business),Diversified,B2B,"Fermentation-derived,Cultivated",Ingredients and inputs,"Cell culture media,Host strain development",[''],,,Europe,Spain,,Valencia,2003,Daniel Ramón Vidal (CEO),biopolis@adm.com,ADM (Archer Daniels Midland Company),ADM (Archer Daniels Midland),,,left_only,0,0,0,1
bioprocesia,,www.bioprocesia.es,Bioprocesia upcycles agrifood by-products into high-value protein with numerous applications including pet food. ,Diversified,B2B,Biomass fermentation,"Ingredients and inputs,Pet food","Feedstocks,Ingredient optimization,Bioprocess design",[''],,Yeast,Europe,Spain,,Cartagena,2021,Guiomar Sánchez Carrón and Adrián Cerezo García,info@bioprocesia.es,,,,,left_only,0,0,0,1
bioprocess-pilot-facility,,https://www.bpf.eu/,,Diversified,B2B,Fermentation-derived,Contract manufacturing/processing,,[''],,,Europe,Netherlands,,,2012,,,,,,,left_only,0,0,0,1
bioscienz,,https://www.bioscienz.nl/foodproject1,Produces egg proteins using fermentation platform (overexpression of the chicken ovalbumin gene in a fungus) (part of a larger business),Diversified,B2C,Fermentation-derived,Eggs,Ingredient optimization,[''],,,Europe,Netherlands,,Breda,2011,Wim de Laat,,,,,,left_only,0,0,0,1
biospringer,,https://biospringer.com/en/,Biospringer is the historical yeast extract producer worldwide based in France.,Diversified,B2B,Fermentation-derived,Ingredients and inputs,Ingredient optimization,['Ingredients'],,Yeast,"Europe,Asia Pacific,Latin America",France,,Maisons-Alfort,1872,,,Lesaffre,,,,left_only,0,0,0,1
biostream-international,,https://www.biostream-international.com,"Netherlands-based company that produces fermenters and bioreactors for use in food, bio-based fermentation, and algae and cell culture fields",Diversified,B2B,"Cultivated,Biomass fermentation",Bioprocessing infrastructure and equipment,Bioprocess design,[''],,,Europe,Netherlands,,Doetinchem,2013,,info@biostream-international.com,,,,,left_only,0,0,0,1
biosyntia,,https://www.biosyntia.com/,Fermentation company developing vitamins for plant-based food and other industries.,Diversified,B2B,Fermentation-derived,Ingredients and inputs,"Ingredient optimization,Bioprocess design",['Ingredients'],,"Wheat,Corn",Europe,Denmark,,Copenhagen,2012,"Morten Sommer, Hans Jasper Genee, and Andreas Hougaard Laustsen",hello@biosyntia.com,Novo Group,,,,left_only,0,0,0,1
biotech-foods,,https://biotech-foods.com/,"Spain-based startup producing cultivated meat products, acquired by Brazil-based JBS in 2021",Specialized (focused on alternative proteins),B2C,Cultivated,Meat,"End product formulation and manufacturing,Bioprocess design",['Ground meat/seafood'],Beef/veal,,Europe,Spain,,San Sebastián,2017,Mercedes Vila Juarez,info@biotech-foods.com,JBS,,,,left_only,0,0,0,1
biotiful-gut-health,,https://biotifulguthealth.com/,UK-based kefir brand with a pant-based line made from oats,Diversified,B2C,Plant-based,Dairy,End product formulation and manufacturing,[''],,Oat,Europe,United Kingdom,,London,2012,Natasha Bowes ,info@biotifuldairy.com,,,,,left_only,0,0,0,1
biozentrale,Bio-Zentrale Naturprodukte GmbH.,https://biozentrale.de/,"German company that produces organic products, including plant-based meats and eggs.",Diversified,B2C,Plant-based,"Eggs,Meat",End product formulation and manufacturing,"['Eggs', 'Ground meat/seafood', 'Other meat/seafood']",,"Lupine,Pea,Soy",Europe,Germany,,Wittibreut,1978,Friedrich Meyer,info.onlineshop@biozentrale.de,Zertus Gruppe,,,,left_only,0,0,0,1
birds-eye,,,,,,,,,[''],,,,,,,,,,,,,2.0,right_only,0,0,0,1
bjorg,,https://www.bjorg.fr/en/,French producer of a variety of foods including plant-based dairy products,Diversified,B2C,Plant-based,Dairy,End product formulation and manufacturing,['Milk'],,"Almond,Soy,Oat,Coconut,Hazelnut,Rice","Europe,Africa/Middle East",France,Rhône,St Genis Laval,1988,,,Ecotone,,,,left_only,0,0,0,1
blackstone-group,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
bloomberg,,,,,,,,,[''],,,,,,,,,,,,,3.0,right_only,0,0,0,1
bluana-foods,,https://bluana.me/,Romanian developer of plant-based sashimi with a molecular gastronomy approach.,Specialized (focused on alternative proteins),B2C,Plant-based,Seafood,End product formulation and manufacturing,['Whole muscle meat/seafood'],"Tuna,Salmon","Algae,Soy,Pea,Potato",Europe,Italy,,Milan,2022,,,,,,,left_only,0,0,0,1
blue-farm,,https://en.bluefarm.co/,Germany-based producer of oat milk powder mix designed to reduce carton waste. ,Specialized (focused on alternative proteins),B2C,Plant-based,Dairy,End product formulation and manufacturing,['Milk'],,Oat,Europe,Germany,,Berlin,2019,Philip von Have und Katia Pott,,,,,,left_only,0,0,0,1
blue-horizon,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
bluu-seafood,,https://www.bluu.bio/,Germany-based company producing cultivated seafood products ,Specialized (focused on alternative proteins),B2C,Cultivated,Seafood,"End product formulation and manufacturing,Bioprocess design,Cell culture media,Scaffolding and structure,Ingredient optimization,Cell line development",['Whole muscle meat/seafood'],"Other fish,Salmon",Soy,Europe,Germany,,Berlin,2020,Dr. Sebastian Rakers and Simon Fabich,contact@bluu.bio,,,,,left_only,0,0,0,1
bobeldijk,,https://www.bobeldijk.nl/en/,"Dutch company producing and packaging plant-based products for retail and food service. Since 2020, it exclusively produces plant-based and vegan products.",Specialized (focused on alternative proteins),B2B,Plant-based,Contract manufacturing/processing,End product formulation and manufacturing,"['Ground meat/seafood', 'Whole muscle meat/seafood', 'Other meat/seafood']","Beef/veal,Pork,Chicken,Other fish","Chickpea,Soy",Europe,Netherlands,,Deventer,1965,,info@bobeldijk.nl,Kennermevis Groep ,,,,left_only,0,0,0,1
boehringer-ingelheim-bioxcellence,,www.bioxcellence.com/,,Diversified,B2B,"Fermentation-derived,Cultivated","Contract manufacturing/processing,Bioprocessing infrastructure and equipment","Cell culture media,End product formulation and manufacturing",[''],,,Europe,Germany,,Biberach,2012,,,Boehringer Ingelheim,,,,left_only,0,0,0,1
boermarke,,https://boermarke.eu/en/,Dutch dairy company intending to pivot to a fully plant-based product offering by 2026.,Diversified,"B2C,B2B",Plant-based,Dairy,End product formulation and manufacturing,"['Other dairy', 'Cheese']",,"Coconut,Almond,Soy,Oat",Europe,Netherlands,,Enschede,1987,,info@boermarke.eu,,,,,left_only,1,1,1,0
bolder-foods,,https://www.bolderfoods.be/,Combined fermentation and plant-based technologies to create biomimicked dairy products. Chizou is their plant-based cheese brand. ,Specialized (focused on alternative proteins),B2B,"Biomass fermentation,Plant-based","Dairy,Ingredients and inputs","End product formulation and manufacturing,Bioprocess design,Ingredient optimization","['Cheese', 'Ingredients']",,,Europe,Belgium,,Brussels,2020,Michael Minch-Dixon and Ilana Taub,weneed@bolderfoods.be,,,Chizou,,left_only,1,0,0,0
bonsan-absolutely-vegan,,https://www.bonsan.co.uk/,"UK-based producer of a range of plant-based meat, egg, and dairy alternatives  as well as a variety of spreads and sauces/dressings. ",Specialized (focused on alternative proteins),B2C,Plant-based,"Meat,Eggs,Dairy,Seafood",End product formulation and manufacturing,"['Other meat/seafood', 'Other dairy', 'Eggs', 'Ground meat/seafood']","Beef/veal,Pork,Other fish","Jackfruit,Soy",Europe,United Kingdom,,Surrey,2018,,info@bonsan.co.uk,Windmill Organics,,,,left_only,0,1,0,0
booja-booja,,https://boojabooja.com/,UK-based company making vegan and organic ice-cream and chocolate truffles.,Specialized (focused on alternative proteins),B2C,Plant-based,Dairy,End product formulation and manufacturing,['Other dairy'],,Cashew,Europe,United Kingdom,Norfolk,Norwich,1999,Santiago Peralta and Carla Barboto,welcome@boojabooja.com,,,,,left_only,0,1,0,0
bosh,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
bosque-foods,,https://www.bosquefoods.com,Germany-based company producing minimally processed whole-cut meat and fish alternatives grown naturally from fungal mycelium.,Specialized (focused on alternative proteins),B2C,"Precision fermentation,Biomass fermentation","Meat,Seafood",End product formulation and manufacturing,['Whole muscle meat/seafood'],"Chicken,Pork,Other fish,Beef/veal","Mycelium,Fungi",Europe,Germany,Berlin,Berlin,2022,Isabella Iglesias-Musachio,hello@bosquefoods.com,,,,,left_only,0,0,0,1
brabender,,https://www.brabender.com,"German-based manufacturer of equipment for measuring the physical properties of food ingredients and of extruders for developing products, formulations and processes on a laboratory and pilot scale.",Diversified,B2B,Plant-based,Food processing infrastructure and equipment,"End product formulation and manufacturing,Ingredient optimization",[''],,,Europe,Germany,,Duisburg,1923,Carl Wilhelm Brabender,brabender@brabender.com,Anton Paar,,,,left_only,0,0,0,1
brain-biotech,,https://www.brain-biotech.com/,"A leading industrial biotechnology specialist with a focus on nutrition, health and the environment",Diversified,"B2C,B2B","Precision fermentation,Fermentation-derived","Ingredients and inputs,Contract manufacturing/processing,Bioprocessing infrastructure and equipment","Target molecule selection,Host strain development,Bioprocess design,Ingredient optimization",[''],,,Europe,Germany,,Zwingenberg,1993,"Holger Zinke, Jürgen Eck und Hans Günter Gassen",public@brain-biotech.com,,,,,left_only,0,0,0,1
brannatura,,http://www.brannatura.com/,"Danish producer of plant-based food products and ingredients from cereals, including milk and baby formula alternatives. ",Specialized (focused on alternative proteins),B2C,Plant-based,"Dairy,Eggs","End product formulation and manufacturing,Ingredient optimization","['Ingredients', 'Milk', 'Eggs']",,"Oat,Rye,Buckwheat",Europe,Denmark,,Vejle,2017,,info@brannatura.com,,,,,left_only,0,0,0,1
branston,,https://www.branston.com/,UK-based potato supplier with a potato protein extraction facility.,Diversified,B2B,Plant-based,Ingredients and inputs,Ingredient optimization,[''],,Potato,Europe,United Kingdom,,Lincoln,1968,,hello@branston.co.uk,,,,,left_only,0,0,0,1
brave-robot,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
bravura,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
